WKT,NOME_MUNIC,PTCOTA,GEOCODIGO
"MULTIPOINT (-51.715196756865261 -30.195314379600219)",Arroio dos Ratos,287,4301107
"MULTIPOINT (-51.791924463407199 -30.141181613873453)",Arroio dos Ratos,269,4301107
"MULTIPOINT (-51.790570534215739 -30.288026327353734)",Arroio dos Ratos,474,4301107
"MULTIPOINT (-53.285033883029257 -32.253309143311967)",Arroio Grande,195,4301305
"MULTIPOINT (-53.10132521529291 -32.175140753992622)",Arroio Grande,162,4301305
"MULTIPOINT (-52.999624901158548 -32.363114355571838)",Arroio Grande,16,4301305
"MULTIPOINT (-53.940711477531195 -28.590690528062648)",Augusto Pestana,416,4301503
"MULTIPOINT (-53.821094395734171 -30.969447968564687)",Bagé,319,4301602
"MULTIPOINT (-53.75393471645782 -31.145190822696851)",Bagé,385,4301602
"MULTIPOINT (-53.951722089652506 -31.129996728021307)",Bagé,353,4301602
"MULTIPOINT (-53.678524457799504 -30.914319741518685)",Bagé,366,4301602
"MULTIPOINT (-54.474188293096084 -31.513472138849455)",Bagé,163,4301602
"MULTIPOINT (-52.361457235817483 -27.506964215669338)",Barão de Cotegipe,901,4301701
"MULTIPOINT (-51.833331675139029 -30.421446223997869)",Barão do Triunfo,537,4301750
"MULTIPOINT (-51.533444624725341 -27.611503010573315)",Barracão,848,4301800
"MULTIPOINT (-57.386408413057033 -30.275432522063721)",Barra do Quaraí,35,4301875
"MULTIPOINT (-57.270312142465485 -30.078334579706898)",Barra do Quaraí,84,4301875
"MULTIPOINT (-51.281228267911338 -30.451165941041477)",Barra do Ribeiro,44,4301909
"MULTIPOINT (-51.431536370016239 -30.427751427404957)",Barra do Ribeiro,247,4301909
"MULTIPOINT (-51.481324569688262 -30.323484569914225)",Barra do Ribeiro,356,4301909
"MULTIPOINT (-52.57888415744528 -29.015151527757556)",Barros Cassal,658,4302006
"MULTIPOINT (-51.562263875221056 -29.05527807394467)",Bento Gonçalves,641,4302105
"MULTIPOINT (-53.346321056716796 -27.627891773288955)",Boa Vista das Missões,609,4302154
"MULTIPOINT (-53.449544273115897 -28.868766775834057)",Boa Vista do Incra,425,4302238
"MULTIPOINT (-50.350006637177387 -28.763383651481409)",Bom Jesus,1074,4302303
"MULTIPOINT (-50.719848665179342 -28.529204204778996)",Bom Jesus,983,4302303
"MULTIPOINT (-50.53712145297596 -28.481174103698585)",Bom Jesus,998,4302303
"MULTIPOINT (-50.459842197699309 -28.48087522871803)",Bom Jesus,1054,4302303
"MULTIPOINT (-50.397325088094213 -28.462880629438722)",Bom Jesus,1119,4302303
"MULTIPOINT (-50.202701293041528 -28.529383690408931)",Bom Jesus,1093,4302303
"MULTIPOINT (-50.227874023870562 -28.67904625211548)",Bom Jesus,1123,4302303
"MULTIPOINT (-50.110806320998812 -28.619599437854141)",Bom Jesus,1195,4302303
"MULTIPOINT (-50.629496851177834 -28.460768288421622)",Bom Jesus,1025,4302303
"MULTIPOINT (-50.678559214041925 -28.390027204442603)",Bom Jesus,1028,4302303
"MULTIPOINT (-50.736807018749424 -28.272231742094313)",Bom Jesus,955,4302303
"MULTIPOINT (-52.366212618891922 -29.320026287209433)",Boqueirão do Leão,655,4302451
"MULTIPOINT (-51.92817407596187 -30.158921682141489)",Butiá,260,4302709
"MULTIPOINT (-52.051198783244409 -30.351955204854363)",Butiá,415,4302709
"MULTIPOINT (-52.15196225608301 -30.438777286861772)",Butiá,549,4302709
"MULTIPOINT (-51.954404328772199 -29.963455749560136)",Butiá,55,4302709
"MULTIPOINT (-51.994826009989211 -29.9806895937819)",Butiá,67,4302709
"MULTIPOINT (-53.469834984136526 -30.907798423104804)",Caçapava do Sul,338,4302808
"MULTIPOINT (-53.296681513159818 -30.606971477856604)",Caçapava do Sul,185,4302808
"MULTIPOINT (-53.645879797418175 -30.691417580656189)",Caçapava do Sul,373,4302808
"MULTIPOINT (-53.761662779292294 -30.707686842090503)",Caçapava do Sul,312,4302808
"MULTIPOINT (-53.672848960619596 -30.563747070612884)",Caçapava do Sul,446,4302808
"MULTIPOINT (-53.421712602768935 -30.593785480477091)",Caçapava do Sul,419,4302808
"MULTIPOINT (-53.380906184499466 -30.260153659176968)",Caçapava do Sul,181,4302808
"MULTIPOINT (-52.970846785323126 -30.597975203588241)",Cachoeira do Sul,369,4303004
"MULTIPOINT (-52.761862787114531 -30.300554204091199)",Cachoeira do Sul,124,4303004
"MULTIPOINT (-52.823650411869473 -30.228481726581485)",Cachoeira do Sul,113,4303004
"MULTIPOINT (-52.698570940259366 -30.215905027372688)",Cachoeira do Sul,96,4303004
"MULTIPOINT (-52.704655355874344 -30.055823891154912)",Cachoeira do Sul,76,4303004
"MULTIPOINT (-52.77464911003598 -30.097640654750627)",Cachoeira do Sul,111,4303004
"MULTIPOINT (-52.843360338662649 -30.135054616980362)",Cachoeira do Sul,91,4303004
"MULTIPOINT (-52.960797093979316 -30.147607850808306)",Cachoeira do Sul,92,4303004
"MULTIPOINT (-52.922583368240723 -30.322421486971308)",Cachoeira do Sul,231,4303004
"MULTIPOINT (-52.954197192816245 -30.453463136496644)",Cachoeira do Sul,310,4303004
"MULTIPOINT (-53.027213752179144 -30.00522208643935)",Cachoeira do Sul,26,4303004
"MULTIPOINT (-53.022211429651108 -30.068865871113175)",Cachoeira do Sul,76,4303004
"MULTIPOINT (-53.021319183719307 -30.521493688420573)",Cachoeira do Sul,389,4303004
"MULTIPOINT (-53.149700077254295 -30.129318736531914)",Cachoeira do Sul,118,4303004
"MULTIPOINT (-51.600634414617502 -30.97391594103604)",Camaquã,11,4303509
"MULTIPOINT (-51.694245392282063 -31.131315384322775)",Camaquã,6,4303509
"MULTIPOINT (-51.782109732533677 -31.13740062396683)",Camaquã,52,4303509
"MULTIPOINT (-50.267801143679279 -29.233387288238617)",Cambará do Sul,838,4303608
"MULTIPOINT (-50.094398212340288 -29.215533788666715)",Cambará do Sul,984,4303608
"MULTIPOINT (-50.038075434519229 -29.100063703569436)",Cambará do Sul,1075,4303608
"MULTIPOINT (-50.099654832022878 -29.046806341180694)",Cambará do Sul,1155,4303608
"MULTIPOINT (-50.227541972762147 -29.110090596739145)",Cambará do Sul,1043,4303608
"MULTIPOINT (-52.597244411828562 -27.781346088162749)",Campinas do Sul,728,4303806
"MULTIPOINT (-51.012919056288212 -29.665560052425089)",Campo Bom,87,4303905
"MULTIPOINT (-52.991193224007866 -28.900896271924342)",Campos Borges,556,4304101
"MULTIPOINT (-54.761714382462621 -27.901729548810717)",Cândido Godói,328,4304309
"MULTIPOINT (-53.625263343892385 -31.450618130409989)",Candiota,283,4304358
"MULTIPOINT (-53.632403823661818 -31.504312599290579)",Candiota,370,4304358
"MULTIPOINT (-52.383488566763113 -30.963692554090507)",Canguçu,227,4304507
"MULTIPOINT (-52.529721035366514 -31.053022957482607)",Canguçu,232,4304507
"MULTIPOINT (-52.439111720359847 -31.118670054446667)",Canguçu,319,4304507
"MULTIPOINT (-52.805334454044285 -31.033135605701037)",Canguçu,284,4304507
"MULTIPOINT (-52.760948895694298 -31.426020302586927)",Canguçu,470,4304507
"MULTIPOINT (-52.451151797147972 -31.279678119392067)",Canguçu,357,4304507
"MULTIPOINT (-52.563812836033563 -31.230206513284774)",Canguçu,397,4304507
"MULTIPOINT (-52.728088614889401 -31.566648792142828)",Canguçu,333,4304507
"MULTIPOINT (-52.680094775664486 -31.227695945319766)",Canguçu,366,4304507
"MULTIPOINT (-52.894076464887583 -31.555640104248379)",Canguçu,325,4304507
"MULTIPOINT (-52.455146752030288 -31.934560882247393)",Capão do Leão,43,4304663
"MULTIPOINT (-50.404170393427307 -30.178372767510407)",Capivari do Sul,15,4304671
"MULTIPOINT (-51.294394978749438 -29.647697251509229)",Capela de Santana,192,4304689
"MULTIPOINT (-52.011123078416773 -29.304624449714996)",Capitão,487,4304697
"MULTIPOINT (-52.797702410716155 -28.342738832097123)",Carazinho,599,4304705
"MULTIPOINT (-50.310128477674212 -29.816072865062946)",Caraá,651,4304713
"MULTIPOINT (-51.75844112574638 -28.234505798997382)",Caseiros,890,4304952
"MULTIPOINT (-53.978872862185383 -28.225687718372612)",Catuípe,455,4305009
"MULTIPOINT (-51.094677189932327 -28.864689891403401)",Caxias do Sul,765,4305108
"MULTIPOINT (-51.016327391855363 -29.030189367186363)",Caxias do Sul,896,4305108
"MULTIPOINT (-51.126086676943416 -29.111219995089108)",Caxias do Sul,889,4305108
"MULTIPOINT (-51.013879333520421 -29.221277771354927)",Caxias do Sul,930,4305108
"MULTIPOINT (-52.729642932175281 -31.63789261876498)",Cerrito,195,4305124
"MULTIPOINT (-53.017186300306108 -29.687186111262886)",Cerro Branco,590,4305132
"MULTIPOINT (-53.061174930443379 -28.226953120077329)",Chapada,570,4305306
"MULTIPOINT (-53.056037337642074 -28.15837104321291)",Chapada,585,4305306
"MULTIPOINT (-53.805417226698886 -28.017209215373263)",Chiapetta,494,4305405
"MULTIPOINT (-52.014742338210091 -30.837741352525086)",Chuvisca,223,4305447
"MULTIPOINT (-51.941495852991778 -28.302842657250906)",Ciríaco,841,4305504
"MULTIPOINT (-52.984582803788548 -28.508358444987639)",Colorado,495,4305603
"MULTIPOINT (-53.464555963633778 -28.227649346194983)",Condor,488,4305702
"MULTIPOINT (-53.607734606508913 -28.158386819672724)",Condor,484,4305702
"MULTIPOINT (-52.811964359026774 -28.160915361586589)",Coqueiros do Sul,629,4305850
"MULTIPOINT (-51.710286842888486 -29.223106626777739)",Coronel Pilar,662,4305934
"MULTIPOINT (-51.649617541326691 -29.071309622227016)",Cotiporã,352,4305959
"MULTIPOINT (-52.319008411875643 -28.112961151569635)",Coxilha,738,4305975
"MULTIPOINT (-54.179465351790263 -27.506523776365214)",Crissiumal,302,4306007
"MULTIPOINT (-52.054711509623907 -31.016006407218018)",Cristal,89,4306056
"MULTIPOINT (-51.950964783895621 -31.067181370759695)",Cristal,59,4306056
"MULTIPOINT (-53.703132588941472 -28.664487972828084)",Cruz Alta,465,4306106
"MULTIPOINT (-53.531809633558197 -28.639159748029421)",Cruz Alta,466,4306106
"MULTIPOINT (-53.577746329355179 -28.669250700175905)",Cruz Alta,449,4306106
"MULTIPOINT (-51.825010205807637 -28.430987660953761)",David Canabarro,874,4306304
"MULTIPOINT (-54.124531627281968 -29.85945870567884)",Dilermando de Aguiar,110,4306379
"MULTIPOINT (-52.109417668201921 -30.567449790432551)",Dom Feliciano,494,4306502
"MULTIPOINT (-52.116731254780277 -30.655044522789474)",Dom Feliciano,420,4306502
"MULTIPOINT (-52.326717819966419 -30.46453446097993)",Dom Feliciano,493,4306502
"MULTIPOINT (-55.049414618203855 -31.160654741891783)",Dom Pedrito,210,4306601
"MULTIPOINT (-54.506611378555505 -31.115368055094887)",Dom Pedrito,218,4306601
"MULTIPOINT (-54.214527421688004 -30.999037956544289)",Dom Pedrito,376,4306601
"MULTIPOINT (-54.251646922329535 -31.029405434418408)",Dom Pedrito,405,4306601
"MULTIPOINT (-51.596384343330946 -30.144402097088058)",Eldorado do Sul,240,4306767
"MULTIPOINT (-52.966409044899216 -30.693374868169084)",Encruzilhada do Sul,329,4306908
"MULTIPOINT (-52.683854537542103 -30.844089815585008)",Encruzilhada do Sul,388,4306908
"MULTIPOINT (-52.578803546408516 -30.702940427604492)",Encruzilhada do Sul,378,4306908
"MULTIPOINT (-52.483233871577525 -30.667885050564532)",Encruzilhada do Sul,473,4306908
"MULTIPOINT (-52.74759622095609 -30.644939630883787)",Encruzilhada do Sul,485,4306908
"MULTIPOINT (-52.390064009425942 -30.618491820029938)",Encruzilhada do Sul,462,4306908
"MULTIPOINT (-52.547831317681023 -30.294470125781277)",Encruzilhada do Sul,153,4306908
"MULTIPOINT (-52.633293316425167 -30.310973790165463)",Encruzilhada do Sul,193,4306908
"MULTIPOINT (-52.629114865300515 -30.518136800848026)",Encruzilhada do Sul,433,4306908
"MULTIPOINT (-52.246982211380455 -27.800759867565308)",Erebango,821,4306973
"MULTIPOINT (-52.233053010277601 -27.584582179174607)",Erechim,830,4307005
"MULTIPOINT (-52.581096560231614 -28.402045729121049)",Ernestina,564,4307054
"MULTIPOINT (-53.58029154186692 -32.059121307897307)",Herval,337,4307104
"MULTIPOINT (-53.462816616010883 -32.02493867656797)",Herval,388,4307104
"MULTIPOINT (-53.202999024569742 -31.970370808801917)",Herval,285,4307104
"MULTIPOINT (-51.316592440921077 -28.018544831148738)",Esmeralda,884,4307401
"MULTIPOINT (-51.167227996963874 -28.169411854910535)",Esmeralda,974,4307401
"MULTIPOINT (-51.092281602904343 -28.137375901270282)",Esmeralda,969,4307401
"MULTIPOINT (-53.940321414385359 -27.329539100692237)",Esperança do Sul,312,4307450
"MULTIPOINT (-52.802632428936981 -28.845667612441819)",Espumoso,503,4307500
"MULTIPOINT (-52.78336108292347 -28.740726026429297)",Espumoso,448,4307500
"MULTIPOINT (-52.888124489337685 -28.804855520881578)",Espumoso,466,4307500
"MULTIPOINT (-54.17714375687401 -28.582834443899142)",Eugênio de Castro,362,4307831
"MULTIPOINT (-51.318524973503976 -29.232530703386772)",Farroupilha,780,4307906
"MULTIPOINT (-51.176493068358148 -29.020114470943497)",Flores da Cunha,852,4308201
"MULTIPOINT (-51.185709206207797 -28.981842389397023)",Flores da Cunha,786,4308201
"MULTIPOINT (-51.364184022959684 -29.083377131383802)",Flores da Cunha,664,4308201
"MULTIPOINT (-52.446827067256962 -29.016684212411409)",Fontoura Xavier,708,4308300
"MULTIPOINT (-52.380616737776798 -28.913293254442067)",Fontoura Xavier,774,4308300
"MULTIPOINT (-53.559486650256645 -30.040887613415883)",Formigueiro,91,4308409
"MULTIPOINT (-53.493696290348382 -29.982743940663365)",Formigueiro,112,4308409
"MULTIPOINT (-53.436080546856523 -29.993687037398345)",Formigueiro,116,4308409
"MULTIPOINT (-53.600683377313324 -29.983961156272038)",Formigueiro,144,4308409
"MULTIPOINT (-53.275967432624007 -28.966161111828711)",Fortaleza dos Valos,391,4308458
"MULTIPOINT (-53.457335645938862 -29.048358264552771)",Fortaleza dos Valos,425,4308458
"MULTIPOINT (-55.557764479534413 -28.232082239390689)",Garruchos,164,4308656
"MULTIPOINT (-51.854564495723885 -29.908253422991297)",General Câmara,97,4308805
"MULTIPOINT (-51.91072086483603 -29.862945951714014)",General Câmara,103,4308805
"MULTIPOINT (-52.041541174502754 -28.353241464294232)",Gentil,809,4308854
"MULTIPOINT (-54.236953110000194 -27.977735551631923)",Giruá,383,4309001
"MULTIPOINT (-50.746375883645236 -29.938180640080027)",Glorinha,33,4309050
"MULTIPOINT (-52.604922578608189 -29.24169248228019)",Gramado Xavier,520,4309159
"MULTIPOINT (-51.556639062702374 -30.247580239858859)",Guaíba,326,4309308
"MULTIPOINT (-53.941994520412592 -27.527877304772236)",Humaitá,451,4309704
"MULTIPOINT (-53.317890385080901 -28.612161137250165)",Ibirubá,464,4310009
"MULTIPOINT (-53.056323496094691 -28.640917216785173)",Ibirubá,445,4310009
"MULTIPOINT (-53.200993960927079 -28.543357016941805)",Ibirubá,466,4310009
"MULTIPOINT (-53.967767301900736 -28.444166788429939)",Ijuí,299,4310207
"MULTIPOINT (-54.180879690806613 -27.894951420321647)",Independência,401,4310405
"MULTIPOINT (-54.009218138275656 -27.845636588834072)",Inhacorá,371,4310413
"MULTIPOINT (-51.263622308836943 -28.770219857580532)",Ipê,884,4310439
"MULTIPOINT (-51.363022451656306 -28.761323667362099)",Ipê,778,4310439
"MULTIPOINT (-51.170730057867409 -28.693298307844579)",Ipê,908,4310439
"MULTIPOINT (-52.266899795144859 -28.738182738576302)",Itapuca,815,4310579
"MULTIPOINT (-56.476906851777443 -29.332331251658591)",Itaqui,85,4310603
"MULTIPOINT (-55.895139072287357 -29.219014571726792)",Itaqui,129,4310603
"MULTIPOINT (-50.168943564833164 -29.516080369383932)",Itati,984,4310652
"MULTIPOINT (-50.235358726268075 -29.394294287527828)",Itati,911,4310652
"MULTIPOINT (-53.568708940926697 -29.524219999548141)",Ivorá,468,4310751
"MULTIPOINT (-53.52506743741543 -29.482319868687789)",Ivorá,489,4310751
"MULTIPOINT (-53.550710460112875 -32.420329461112139)",Jaguarão,80,4311007
"MULTIPOINT (-53.572519989447215 -32.271896519241807)",Jaguarão,157,4311007
"MULTIPOINT (-53.191716369238719 -32.570944926331812)",Jaguarão,12,4311007
"MULTIPOINT (-50.281884944946121 -29.009583307210516)",Jaquirana,897,4311122
"MULTIPOINT (-50.256034874701541 -29.118010272141543)",Jaquirana,1011,4311122
"MULTIPOINT (-50.306646982259764 -28.924242990938634)",Jaquirana,1037,4311122
"MULTIPOINT (-50.344085733682327 -29.100865657989605)",Jaquirana,939,4311122
"MULTIPOINT (-54.375846054092364 -29.362458254226059)",Jari,425,4311130
"MULTIPOINT (-53.660592827351451 -29.541020456736621)",Júlio de Castilhos,506,4311205
"MULTIPOINT (-53.566862233772568 -28.992539603121223)",Júlio de Castilhos,392,4311205
"MULTIPOINT (-53.489868295207003 -29.103641252479608)",Júlio de Castilhos,350,4311205
"MULTIPOINT (-53.304232870108102 -29.167334701428324)",Júlio de Castilhos,366,4311205
"MULTIPOINT (-53.565370580675264 -29.27645971633563)",Júlio de Castilhos,455,4311205
"MULTIPOINT (-53.646155654641646 -29.165235513597342)",Júlio de Castilhos,486,4311205
"MULTIPOINT (-53.828950380686813 -29.198671341357532)",Júlio de Castilhos,470,4311205
"MULTIPOINT (-53.778782669545159 -29.280864502139401)",Júlio de Castilhos,481,4311205
"MULTIPOINT (-53.742707999853735 -29.241069003682568)",Júlio de Castilhos,524,4311205
"MULTIPOINT (-53.723415130686206 -29.358761451783206)",Júlio de Castilhos,492,4311205
"MULTIPOINT (-52.802698601330896 -29.197466429330596)",Lagoão,605,4311254
"MULTIPOINT (-51.540317570296793 -28.47533768460351)",Lagoa Vermelha,882,4311304
"MULTIPOINT (-51.39078035698774 -28.377654234325156)",Lagoa Vermelha,845,4311304
"MULTIPOINT (-51.576366653366343 -28.295129364052432)",Lagoa Vermelha,915,4311304
"MULTIPOINT (-51.486116900619358 -28.245669006804803)",Lagoa Vermelha,853,4311304
"MULTIPOINT (-51.556835232147563 -28.03876986381643)",Lagoa Vermelha,782,4311304
"MULTIPOINT (-53.944265452052711 -30.88027176287612)",Lavras do Sul,399,4311502
"MULTIPOINT (-53.750630601414066 -30.858054547432076)",Lavras do Sul,308,4311502
"MULTIPOINT (-53.915204084249957 -30.713167030060799)",Lavras do Sul,374,4311502
"MULTIPOINT (-53.908828478669449 -30.625628549491321)",Lavras do Sul,342,4311502
"MULTIPOINT (-54.474496496739448 -30.852773505936138)",Lavras do Sul,331,4311502
"MULTIPOINT (-54.020963146654957 -30.800823265484425)",Lavras do Sul,450,4311502
"MULTIPOINT (-55.318578443841922 -29.155266865296561)",Maçambará,252,4311718
"MULTIPOINT (-55.518562512332977 -29.320053274335795)",Manoel Viana,230,4311759
"MULTIPOINT (-50.346447052535673 -29.639823744110004)",Maquiné,943,4311775
"MULTIPOINT (-50.27459176545009 -29.521091830328146)",Maquiné,948,4311775
"MULTIPOINT (-50.193403012681237 -29.588561305599494)",Maquiné,978,4311775
"MULTIPOINT (-50.171846708104944 -29.622090839003427)",Maquiné,904,4311775
"MULTIPOINT (-50.183525700412247 -29.759236712455579)",Maquiné,485,4311775
"MULTIPOINT (-52.22329647081164 -28.383768825873275)",Marau,739,4311809
"MULTIPOINT (-52.399148503416377 -28.431824532355979)",Marau,599,4311809
"MULTIPOINT (-52.145139398661975 -29.332012916956707)",Marques de Souza,392,4312054
"MULTIPOINT (-52.182160218887162 -28.29001950757953)",Mato Castelhano,792,4312138
"MULTIPOINT (-52.268509357011055 -28.296954064282232)",Mato Castelhano,748,4312138
"MULTIPOINT (-52.074898867949038 -30.208215226492616)",Minas do Leão,296,4312252
"MULTIPOINT (-50.79092349591555 -28.698780453958921)",Monte Alegre dos Campos,952,4312377
"MULTIPOINT (-50.762962957953732 -28.630179915288124)",Monte Alegre dos Campos,1010,4312377
"MULTIPOINT (-51.628904328740944 -29.148120479956035)",Monte Belo do Sul,639,4312385
"MULTIPOINT (-51.491346544991039 -29.66902438775266)",Montenegro,170,4312401
"MULTIPOINT (-52.715184919848696 -28.714887449256949)",Mormaço,435,4312427
"MULTIPOINT (-49.898944616201447 -29.279018276938398)",Morrinhos do Sul,86,4312443
"MULTIPOINT (-50.771869495373608 -30.942212031682189)",Mostardas,22,4312500
"MULTIPOINT (-50.775508286633112 -31.017806829351564)",Mostardas,24,4312500
"MULTIPOINT (-50.837696351171353 -31.079242741603235)",Mostardas,35,4312500
"MULTIPOINT (-50.663802756994599 -30.597966730930384)",Mostardas,9,4312500
